thr_YES,thr_NO,thr_TBD,macro_f1,fallback_mode
0.1,0.6333333333333333,0.8555555555555555,0.80713,argmax
0.1,0.6333333333333333,0.9,0.804165,argmax
0.1,0.6777777777777778,0.1,0.818399,argmax
0.1,0.6777777777777778,0.14444444444444446,0.818399,argmax
0.1,0.6777777777777778,0.18888888888888888,0.818399,argmax
0.1,0.6777777777777778,0.23333333333333334,0.818394,argmax
0.1,0.6777777777777778,0.2777777777777778,0.81876,argmax
0.1,0.6777777777777778,0.32222222222222224,0.818129,argmax
0.1,0.6777777777777778,0.3666666666666667,0.818854,argmax
0.1,0.6777777777777778,0.4111111111111111,0.818654,argmax
0.1,0.6777777777777778,0.4555555555555556,0.819455,argmax
0.1,0.6777777777777778,0.5,0.818829,argmax
0.1,0.6777777777777778,0.5444444444444445,0.819027,argmax
0.1,0.6777777777777778,0.5888888888888889,0.817325,argmax
0.1,0.6777777777777778,0.6333333333333333,0.815288,argmax
0.1,0.6777777777777778,0.6777777777777778,0.814338,argmax
0.1,0.6777777777777778,0.7222222222222222,0.813604,argmax
0.1,0.6777777777777778,0.7666666666666667,0.81252,argmax
0.1,0.6777777777777778,0.8111111111111111,0.809522,argmax
0.1,0.6777777777777778,0.8555555555555555,0.806326,argmax
0.1,0.6777777777777778,0.9,0.803367,argmax
0.1,0.7222222222222222,0.1,0.816192,argmax
0.1,0.7222222222222222,0.14444444444444446,0.816192,argmax
0.1,0.7222222222222222,0.18888888888888888,0.815894,argmax
0.1,0.7222222222222222,0.23333333333333334,0.816389,argmax
0.1,0.7222222222222222,0.2777777777777778,0.817543,argmax
0.1,0.7222222222222222,0.32222222222222224,0.817587,argmax
0.1,0.7222222222222222,0.3666666666666667,0.818317,argmax
0.1,0.7222222222222222,0.4111111111111111,0.818124,argmax
0.1,0.7222222222222222,0.4555555555555556,0.818934,argmax
0.1,0.7222222222222222,0.5,0.818312,argmax
0.1,0.7222222222222222,0.5444444444444445,0.818511,argmax
0.1,0.7222222222222222,0.5888888888888889,0.816814,argmax
0.1,0.7222222222222222,0.6333333333333333,0.814784,argmax
0.1,0.7222222222222222,0.6777777777777778,0.813838,argmax
0.1,0.7222222222222222,0.7222222222222222,0.813106,argmax
0.1,0.7222222222222222,0.7666666666666667,0.812027,argmax
0.1,0.7222222222222222,0.8111111111111111,0.809036,argmax
0.1,0.7222222222222222,0.8555555555555555,0.805849,argmax
0.1,0.7222222222222222,0.9,0.802896,argmax
0.1,0.7666666666666667,0.1,0.813963,argmax
0.1,0.7666666666666667,0.14444444444444446,0.814149,argmax
0.1,0.7666666666666667,0.18888888888888888,0.814554,argmax
0.1,0.7666666666666667,0.23333333333333334,0.814704,argmax
0.1,0.7666666666666667,0.2777777777777778,0.817369,argmax
0.1,0.7666666666666667,0.32222222222222224,0.817421,argmax
0.1,0.7666666666666667,0.3666666666666667,0.818155,argmax
0.1,0.7666666666666667,0.4111111111111111,0.817968,argmax
0.1,0.7666666666666667,0.4555555555555556,0.818784,argmax
0.1,0.7666666666666667,0.5,0.818165,argmax
0.1,0.7666666666666667,0.5444444444444445,0.818362,argmax
0.1,0.7666666666666667,0.5888888888888889,0.816668,argmax
0.1,0.7666666666666667,0.6333333333333333,0.814641,argmax
0.1,0.7666666666666667,0.6777777777777778,0.813695,argmax
0.1,0.7666666666666667,0.7222222222222222,0.812964,argmax
0.1,0.7666666666666667,0.7666666666666667,0.811885,argmax
0.1,0.7666666666666667,0.8111111111111111,0.808898,argmax
0.1,0.7666666666666667,0.8555555555555555,0.805715,argmax
0.1,0.7666666666666667,0.9,0.802767,argmax
0.1,0.8111111111111111,0.1,0.810428,argmax
0.1,0.8111111111111111,0.14444444444444446,0.811011,argmax
0.1,0.8111111111111111,0.18888888888888888,0.812625,argmax
0.1,0.8111111111111111,0.23333333333333334,0.8144,argmax
0.1,0.8111111111111111,0.2777777777777778,0.817078,argmax
0.1,0.8111111111111111,0.32222222222222224,0.817141,argmax
0.1,0.8111111111111111,0.3666666666666667,0.817881,argmax
0.1,0.8111111111111111,0.4111111111111111,0.8177,argmax
0.1,0.8111111111111111,0.4555555555555556,0.818523,argmax
0.1,0.8111111111111111,0.5,0.817907,argmax
0.1,0.8111111111111111,0.5444444444444445,0.818101,argmax
0.1,0.8111111111111111,0.5888888888888889,0.81641,argmax
0.1,0.8111111111111111,0.6333333333333333,0.814385,argmax
0.1,0.8111111111111111,0.6777777777777778,0.813439,argmax
0.1,0.8111111111111111,0.7222222222222222,0.812708,argmax
0.1,0.8111111111111111,0.7666666666666667,0.81163,argmax
0.1,0.8111111111111111,0.8111111111111111,0.808646,argmax
0.1,0.8111111111111111,0.8555555555555555,0.805467,argmax
0.1,0.8111111111111111,0.9,0.802523,argmax
0.1,0.8555555555555555,0.1,0.805806,argmax
0.1,0.8555555555555555,0.14444444444444446,0.807514,argmax
0.1,0.8555555555555555,0.18888888888888888,0.810061,argmax
0.1,0.8555555555555555,0.23333333333333334,0.811861,argmax
0.1,0.8555555555555555,0.2777777777777778,0.814566,argmax
0.1,0.8555555555555555,0.32222222222222224,0.814649,argmax
0.1,0.8555555555555555,0.3666666666666667,0.815404,argmax
0.1,0.8555555555555555,0.4111111111111111,0.81524,argmax
0.1,0.8555555555555555,0.4555555555555556,0.816081,argmax
0.1,0.8555555555555555,0.5,0.81548,argmax
0.1,0.8555555555555555,0.5444444444444445,0.815678,argmax
0.1,0.8555555555555555,0.5888888888888889,0.813997,argmax
0.1,0.8555555555555555,0.6333333333333333,0.811983,argmax
0.1,0.8555555555555555,0.6777777777777778,0.811045,argmax
0.1,0.8555555555555555,0.7222222222222222,0.810321,argmax
0.1,0.8555555555555555,0.7666666666666667,0.809251,argmax
0.1,0.8555555555555555,0.8111111111111111,0.80628,argmax
0.1,0.8555555555555555,0.8555555555555555,0.803113,argmax
0.1,0.8555555555555555,0.9,0.800178,argmax
0.1,0.9,0.1,0.800285,argmax
0.1,0.9,0.14444444444444446,0.806052,argmax
0.1,0.9,0.18888888888888888,0.808618,argmax
0.1,0.9,0.23333333333333334,0.810432,argmax
0.1,0.9,0.2777777777777778,0.813151,argmax
0.1,0.9,0.32222222222222224,0.813246,argmax
0.1,0.9,0.3666666666666667,0.814009,argmax
0.1,0.9,0.4111111111111111,0.813854,argmax
0.1,0.9,0.4555555555555556,0.814706,argmax
0.1,0.9,0.5,0.814112,argmax
0.1,0.9,0.5444444444444445,0.814314,argmax
0.1,0.9,0.5888888888888889,0.812638,argmax
0.1,0.9,0.6333333333333333,0.810629,argmax
0.1,0.9,0.6777777777777778,0.809696,argmax
0.1,0.9,0.7222222222222222,0.808976,argmax
0.1,0.9,0.7666666666666667,0.807911,argmax
0.1,0.9,0.8111111111111111,0.804945,argmax
0.1,0.9,0.8555555555555555,0.801785,argmax
0.1,0.9,0.9,0.798855,argmax
0.14444444444444446,0.1,0.1,0.820946,argmax
0.14444444444444446,0.1,0.14444444444444446,0.820946,argmax
0.14444444444444446,0.1,0.18888888888888888,0.820946,argmax
0.14444444444444446,0.1,0.23333333333333334,0.820946,argmax
0.14444444444444446,0.1,0.2777777777777778,0.820946,argmax
0.14444444444444446,0.1,0.32222222222222224,0.820946,argmax
0.14444444444444446,0.1,0.3666666666666667,0.820842,argmax
0.14444444444444446,0.1,0.4111111111111111,0.820818,argmax
0.14444444444444446,0.1,0.4555555555555556,0.820878,argmax
0.14444444444444446,0.1,0.5,0.82088,argmax
0.14444444444444446,0.1,0.5444444444444445,0.820977,argmax
0.14444444444444446,0.1,0.5888888888888889,0.818458,argmax
0.14444444444444446,0.1,0.6333333333333333,0.815535,argmax
0.14444444444444446,0.1,0.6777777777777778,0.813139,argmax
0.14444444444444446,0.1,0.7222222222222222,0.812947,argmax
0.14444444444444446,0.1,0.7666666666666667,0.810246,argmax
0.14444444444444446,0.1,0.8111111111111111,0.804522,argmax
0.14444444444444446,0.1,0.8555555555555555,0.797118,argmax
0.14444444444444446,0.1,0.9,0.793826,argmax
0.14444444444444446,0.14444444444444446,0.1,0.820946,argmax
0.14444444444444446,0.14444444444444446,0.14444444444444446,0.820946,argmax
0.14444444444444446,0.14444444444444446,0.18888888888888888,0.820946,argmax
0.14444444444444446,0.14444444444444446,0.23333333333333334,0.820946,argmax
0.14444444444444446,0.14444444444444446,0.2777777777777778,0.820946,argmax
0.14444444444444446,0.14444444444444446,0.32222222222222224,0.820946,argmax
0.14444444444444446,0.14444444444444446,0.3666666666666667,0.820842,argmax
0.14444444444444446,0.14444444444444446,0.4111111111111111,0.820818,argmax
0.14444444444444446,0.14444444444444446,0.4555555555555556,0.820878,argmax
0.14444444444444446,0.14444444444444446,0.5,0.82088,argmax
0.14444444444444446,0.14444444444444446,0.5444444444444445,0.820977,argmax
0.14444444444444446,0.14444444444444446,0.5888888888888889,0.818458,argmax
0.14444444444444446,0.14444444444444446,0.6333333333333333,0.815535,argmax
0.14444444444444446,0.14444444444444446,0.6777777777777778,0.813139,argmax
0.14444444444444446,0.14444444444444446,0.7222222222222222,0.812947,argmax
0.14444444444444446,0.14444444444444446,0.7666666666666667,0.8107,argmax
0.14444444444444446,0.14444444444444446,0.8111111111111111,0.806342,argmax
0.14444444444444446,0.14444444444444446,0.8555555555555555,0.800863,argmax
0.14444444444444446,0.14444444444444446,0.9,0.800863,argmax
0.14444444444444446,0.18888888888888888,0.1,0.820946,argmax
0.14444444444444446,0.18888888888888888,0.14444444444444446,0.820946,argmax
0.14444444444444446,0.18888888888888888,0.18888888888888888,0.820946,argmax
0.14444444444444446,0.18888888888888888,0.23333333333333334,0.820946,argmax
0.14444444444444446,0.18888888888888888,0.2777777777777778,0.820946,argmax
0.14444444444444446,0.18888888888888888,0.32222222222222224,0.820946,argmax
0.14444444444444446,0.18888888888888888,0.3666666666666667,0.820842,argmax
0.14444444444444446,0.18888888888888888,0.4111111111111111,0.820818,argmax
0.14444444444444446,0.18888888888888888,0.4555555555555556,0.820878,argmax
0.14444444444444446,0.18888888888888888,0.5,0.82088,argmax
0.14444444444444446,0.18888888888888888,0.5444444444444445,0.820977,argmax
0.14444444444444446,0.18888888888888888,0.5888888888888889,0.818458,argmax
0.14444444444444446,0.18888888888888888,0.6333333333333333,0.815535,argmax
0.14444444444444446,0.18888888888888888,0.6777777777777778,0.813045,argmax
0.14444444444444446,0.18888888888888888,0.7222222222222222,0.812567,argmax
0.14444444444444446,0.18888888888888888,0.7666666666666667,0.810433,argmax
0.14444444444444446,0.18888888888888888,0.8111111111111111,0.806898,argmax
0.14444444444444446,0.18888888888888888,0.8555555555555555,0.805448,argmax
0.14444444444444446,0.18888888888888888,0.9,0.805448,argmax
0.14444444444444446,0.23333333333333334,0.1,0.820946,argmax
0.14444444444444446,0.23333333333333334,0.14444444444444446,0.820946,argmax
0.14444444444444446,0.23333333333333334,0.18888888888888888,0.820946,argmax
0.14444444444444446,0.23333333333333334,0.23333333333333334,0.820946,argmax
0.14444444444444446,0.23333333333333334,0.2777777777777778,0.820946,argmax
0.14444444444444446,0.23333333333333334,0.32222222222222224,0.820946,argmax
0.14444444444444446,0.23333333333333334,0.3666666666666667,0.820842,argmax
0.14444444444444446,0.23333333333333334,0.4111111111111111,0.820818,argmax
0.14444444444444446,0.23333333333333334,0.4555555555555556,0.820878,argmax
0.14444444444444446,0.23333333333333334,0.5,0.82088,argmax
0.14444444444444446,0.23333333333333334,0.5444444444444445,0.820977,argmax
0.14444444444444446,0.23333333333333334,0.5888888888888889,0.818652,argmax
0.14444444444444446,0.23333333333333334,0.6333333333333333,0.815633,argmax
0.14444444444444446,0.23333333333333334,0.6777777777777778,0.813478,argmax
0.14444444444444446,0.23333333333333334,0.7222222222222222,0.813462,argmax
0.14444444444444446,0.23333333333333334,0.7666666666666667,0.812403,argmax
0.14444444444444446,0.23333333333333334,0.8111111111111111,0.8096,argmax
0.14444444444444446,0.23333333333333334,0.8555555555555555,0.808176,argmax
0.14444444444444446,0.23333333333333334,0.9,0.808176,argmax
0.14444444444444446,0.2777777777777778,0.1,0.820946,argmax
0.14444444444444446,0.2777777777777778,0.14444444444444446,0.820946,argmax
0.14444444444444446,0.2777777777777778,0.18888888888888888,0.820946,argmax
0.14444444444444446,0.2777777777777778,0.23333333333333334,0.820946,argmax
0.14444444444444446,0.2777777777777778,0.2777777777777778,0.820946,argmax
0.14444444444444446,0.2777777777777778,0.32222222222222224,0.820946,argmax
0.14444444444444446,0.2777777777777778,0.3666666666666667,0.820842,argmax
0.14444444444444446,0.2777777777777778,0.4111111111111111,0.820818,argmax
0.14444444444444446,0.2777777777777778,0.4555555555555556,0.820878,argmax
0.14444444444444446,0.2777777777777778,0.5,0.82088,argmax
0.14444444444444446,0.2777777777777778,0.5444444444444445,0.820882,argmax
0.14444444444444446,0.2777777777777778,0.5888888888888889,0.818466,argmax
0.14444444444444446,0.2777777777777778,0.6333333333333333,0.81547,argmax
0.14444444444444446,0.2777777777777778,0.6777777777777778,0.813349,argmax
0.14444444444444446,0.2777777777777778,0.7222222222222222,0.813016,argmax
0.14444444444444446,0.2777777777777778,0.7666666666666667,0.812492,argmax
0.14444444444444446,0.2777777777777778,0.8111111111111111,0.809715,argmax
